,mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,z_outlier
9817736,155,2023-05-30 18:34:14+00:00,50.8515263,3.60142,38.0,25.0,200.0,213.0,803.0,797.0,81.0,85.0,85.0,85.0,False
13401412,116,2023-05-12 04:23:36+00:00,50.9967402,3.6499905,36.0,37.0,189.0,165.0,797.0,805.0,85.0,83.0,88.0,88.0,False
4811456,164,2023-02-06 00:35:34+00:00,51.1902609,5.1133235,8.0,6.0,238.0,220.0,799.0,792.0,83.0,83.0,77.0,81.0,False
3700117,164,2023-01-28 03:43:59+00:00,51.1909292,5.114371,15.0,8.0,251.0,248.0,798.0,803.0,82.0,81.0,76.0,77.0,False
8043731,155,2023-04-16 14:21:56+00:00,51.0385852,3.6966882,24.0,22.0,334.0,345.0,804.0,801.0,55.0,57.0,52.0,57.0,False
11634107,164,2023-02-16 07:29:55+00:00,51.0337496,5.3297375,23.0,36.0,224.0,213.0,801.0,803.0,82.0,82.0,82.0,82.0,False
2405776,116,2023-01-30 03:25:39+00:00,50.7740417,3.8727298,0.0,3.0,0.0,555.0,0.0,800.0,0.0,5.0,6.0,3.0,True
2180703,175,2023-07-03 21:28:39+00:00,51.1906778,5.1130593,18.0,18.0,534.0,541.0,801.0,801.0,38.0,36.0,25.0,23.0,True
10945032,164,2023-03-28 11:42:12+00:00,51.1197292,5.2574379,28.0,28.666666666666668,391.6666666666667,370.0,1790.3333333333333,1234.0,82.0,55.333333333333336,82.66666666666667,87.0,False
1994135,116,2023-01-25 07:14:10+00:00,50.9044853,3.6456672,35.0,12.0,189.0,172.0,791.0,804.0,85.0,82.0,88.0,86.0,False
1251009,116,2023-01-25 13:01:19+00:00,51.0168532,3.7710329,11.0,12.0,320.0,265.0,794.0,800.0,59.0,58.0,53.0,51.0,False
16097135,175,2023-04-22 17:19:23+00:00,51.1739363,4.9033787,27.0,28.0,362.0,424.0,1497.0,1498.0,86.0,88.0,91.0,93.0,False
4142482,164,2023-07-19 01:51:39+00:00,51.1907839,5.1137879,21.0,22.0,255.0,248.0,801.0,801.0,83.0,81.0,79.0,79.0,False
16538388,175,2023-03-06 21:22:37+00:00,50.9370059,5.3071145,6.0,9.0,313.0,365.0,803.0,803.0,68.0,69.0,61.0,60.0,False
11870982,164,2023-07-01 20:53:23+00:00,51.1678234,4.9791994,33.0,33.0,372.0,3.0,1499.0,0.0,87.0,30.0,84.0,44.0,True
13311747,164,2023-07-03 01:28:40+00:00,51.1901438,5.1125522,53.0,0.0,6.0,0.0,0.0,0.0,44.0,0.0,47.5,49.5,True
10510631,116,2023-06-07 03:58:58+00:00,51.0385072,3.6983479,26.0,37.0,210.0,169.0,788.0,796.0,79.0,77.0,81.0,81.0,False
