,mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,time_diff,corr_iqr_outlier
3398285,155,2023-02-09 02:16:08+00:00,50.8552487,3.6063368,4.0,10.0,386.0,379.0,798.0,801.0,50.0,55.0,48.0,49.0,60.0,False
8259285,116,2023-02-27 12:17:07+00:00,50.9121486,3.6467308,40.0,34.0,348.0,282.0,1500.0,1499.0,87.0,85.0,90.0,89.0,59.0,True
4285975,116,2023-08-04 04:27:14+00:00,50.8566112,3.6081381,20.0,20.0,451.0,376.0,798.0,791.0,46.0,44.0,38.0,36.0,5.0,True
7419958,116,2023-07-05 07:28:10+00:00,51.0227697,3.7607545,23.0,21.0,289.0,224.0,799.0,798.0,68.0,66.0,62.0,59.0,15.0,False
10920970,155,2023-03-24 11:57:11+00:00,51.0138665,3.7804076,22.0,12.0,362.0,351.0,803.0,802.0,52.0,60.0,49.0,52.0,63.0,False
14580931,116,2023-04-21 02:33:40+00:00,51.0162327,3.7723167,16.0,15.0,324.0,276.0,800.0,796.0,63.0,56.0,57.0,50.0,4.0,False
10295859,175,2023-02-08 19:15:37+00:00,51.24618,5.5427657,10.0,11.0,213.0,262.0,796.0,804.0,81.0,82.0,82.0,81.0,60.0,False
14333663,116,2023-02-05 07:12:30+00:00,51.013892,3.7797133,13.0,19.0,320.0,265.0,793.0,799.0,58.0,57.0,52.0,49.0,59.0,False
3667816,155,2023-02-06 02:42:50+00:00,50.8504884,3.6004777,11.0,11.0,265.0,386.0,798.0,802.0,72.0,53.0,68.0,54.0,60.0,False
11967112,175,2023-05-10 20:01:58+00:00,51.1897961,5.1099682,21.0,30.0,403.0,476.0,1515.0,1467.0,82.0,81.0,82.0,82.0,61.0,True
8163286,175,2023-03-13 05:37:35+00:00,51.1443421,4.5315922,30.0,30.0,382.0,451.0,1813.0,1847.0,85.0,85.0,85.0,85.0,59.0,True
10632552,116,2023-08-03 11:51:49+00:00,51.0326262,3.7387568,40.0,44.0,341.0,162.0,1272.0,797.0,81.0,80.0,90.0,89.0,53.0,True
8278740,175,2023-01-30 06:30:19+00:00,51.1414059,4.5776775,15.0,22.0,213.0,262.0,803.0,801.0,84.0,84.0,85.0,85.0,61.0,False
14857648,116,2023-03-03 07:44:31+00:00,51.0314712,3.7308834,35.0,31.0,227.0,162.0,985.0,803.0,86.0,81.0,89.0,85.0,6.0,True
2319814,116,2023-02-16 08:34:39+00:00,50.8518424,3.6020032,24.0,40.0,196.0,169.0,796.0,807.0,78.0,77.0,85.0,83.0,50.0,False
13188615,116,2023-04-27 05:21:17+00:00,50.8006632,3.917194,40.0,33.0,276.0,286.0,1160.0,1489.0,85.0,81.0,87.0,82.0,1.0,True
2726108,175,2023-06-14 15:49:15+00:00,51.2149966,4.421292,42.0,40.0,207.0,255.0,805.0,795.0,82.0,82.0,83.0,83.0,60.0,False
5750963,155,2023-05-24 15:02:34+00:00,51.1802271,3.5759148,28.0,37.0,186.0,207.0,806.0,795.0,87.0,86.0,87.0,87.0,7.0,False
15549042,175,2023-04-10 16:27:17+00:00,51.1807013,4.8273228,22.0,20.0,210.0,258.0,799.0,795.0,81.0,82.0,82.0,81.0,60.0,False
12223238,116,2023-06-14 15:44:19+00:00,51.0360235,3.7105042,43.0,39.0,193.0,172.0,811.0,801.0,82.0,84.0,84.0,84.0,50.0,False
13263571,116,2023-07-27 05:01:13+00:00,51.012414,3.6729646,38.0,36.0,210.0,169.0,803.0,798.0,83.0,81.0,82.0,82.0,47.0,False
16151309,155,2023-07-07 14:49:18+00:00,50.81106555,3.83188555,44.0,46.5,242.5,239.5,1115.5,1053.5,92.0,92.0,92.0,93.0,60.0,False
10613317,116,2023-08-23 12:42:50+00:00,50.7650008,3.6262435,41.0,45.0,179.0,158.0,806.0,791.0,83.0,86.0,87.0,86.0,56.0,False
14127944,155,2023-06-07 10:27:19+00:00,50.9525973,3.7807463,36.0,40.0,338.0,358.0,1711.0,1707.0,85.0,87.0,90.0,91.0,2.0,True
7980653,155,2023-02-24 09:03:20+00:00,51.0135712,3.6737305,45.0,40.0,396.0,407.0,1993.0,1978.0,78.0,82.0,77.0,81.0,61.0,True
2304212,116,2023-02-16 07:23:53+00:00,51.1264422,3.6675389,43.0,37.0,345.0,255.0,1500.0,1500.0,90.0,88.0,99.0,96.0,13.0,True
7018283,116,2023-02-20 16:44:27+00:00,51.035766,3.7108437,29.0,35.0,193.0,165.0,794.0,795.0,82.0,83.0,85.0,84.0,7.0,False
3457985,155,2023-04-03 20:53:13+00:00,51.0314015,3.7309985,32.0,31.0,186.0,200.0,803.0,802.0,85.0,87.0,87.0,89.0,3.0,False
845861,155,2023-06-22 12:50:05+00:00,51.0218068,3.7613771,38.0,33.0,193.0,196.0,825.0,864.0,88.0,89.0,92.0,94.0,2.0,True
5281843,116,2023-03-31 17:48:43+00:00,50.76940425,3.87222685,11.0,9.0,0.0,17.0,0.0,0.0,10.0,7.0,11.0,9.0,60.0,True
9535010,116,2023-06-16 19:13:46+00:00,51.0087272,3.7861156,46.0,40.0,172.0,165.0,796.0,807.0,88.0,83.0,88.0,86.0,58.0,False
3973204,175,2023-06-12 03:30:42+00:00,51.1445358,4.5928739,35.0,26.0,338.0,424.0,1427.0,1439.0,83.0,83.0,87.0,86.0,60.0,True
1253123,116,2023-01-27 16:50:33+00:00,50.7679878,3.8706428,16.0,11.0,203.0,175.0,800.0,799.0,80.0,79.0,84.0,82.0,5.0,False
11871609,155,2023-07-13 06:54:15+00:00,51.0315036,3.727119,37.0,32.0,175.0,196.0,807.0,789.0,86.0,87.0,88.0,89.0,53.0,False
91553,175,2023-04-06 04:47:08+00:00,51.1977778,4.4335861,12.0,17.0,227.0,265.0,802.0,801.0,81.0,81.0,82.0,82.0,54.0,False
9847286,175,2023-05-24 10:45:05+00:00,51.2461912,5.5428749,28.0,37.0,217.0,258.0,798.0,796.0,82.0,82.0,82.0,82.0,53.0,False
17428617,155,2023-08-14 16:25:22+00:00,50.8921277,3.8106857,43.0,46.0,348.0,355.0,1439.0,1417.0,85.0,87.0,89.0,89.0,45.0,True
6294093,155,2023-04-18 16:28:03+00:00,50.8685102,3.8142956,34.0,35.0,175.0,207.0,796.0,807.0,84.0,86.0,87.0,88.0,2.0,False
15673821,175,2023-04-06 05:34:10+00:00,51.1599193,4.6687643,25.0,10.0,196.0,244.0,798.0,804.0,83.0,85.0,81.0,82.0,61.0,False
8084187,155,2023-06-14 07:52:51+00:00,51.0157377,3.7754301,65.0,62.0,0.0,17.0,0.0,0.0,84.0,55.0,87.0,68.0,60.0,True
1172596,116,2023-02-23 21:39:07+00:00,50.8821866,3.6288976,42.0,40.0,324.0,269.0,1491.0,1483.0,88.0,88.0,90.0,89.0,5.0,True
4703305,175,2023-03-15 09:32:58+00:00,51.0631811,5.2290905,32.0,17.0,389.0,469.0,1905.0,1924.0,83.0,82.0,85.0,85.0,60.0,True
4468313,175,2023-06-10 20:40:00+00:00,51.1170205,5.2579504,43.0,37.0,196.0,251.0,792.0,800.0,85.0,85.0,87.0,85.0,60.0,False
3467231,116,2023-04-28 04:10:28+00:00,50.9484099,4.0176387,26.0,24.0,369.0,13.0,1516.0,0.0,81.0,19.0,84.0,20.0,47.0,True
13495755,116,2023-07-19 20:27:30+00:00,50.9062279,3.8023245,43.0,43.0,331.0,255.0,1511.0,1484.0,87.0,87.0,91.0,92.0,8.0,True
12480980,116,2023-05-11 04:16:23+00:00,50.7695153,3.8712669,25.0,35.0,224.0,179.0,793.0,802.0,77.0,76.0,82.0,77.0,3.0,False
107775,155,2023-04-21 14:38:42+00:00,51.10444693333333,3.7069827,37.333333333333336,36.0,275.6666666666667,311.0,1266.6666666666667,1265.6666666666667,86.33333333333333,88.0,88.33333333333333,90.0,20.0,True
5473205,175,2023-01-25 09:31:29+00:00,51.154972,4.6338713,11.0,21.0,227.0,272.0,802.0,805.0,80.0,80.0,83.0,82.0,60.0,False
12223568,155,2023-06-13 11:09:23+00:00,51.0248952,3.7556694,45.0,40.0,175.0,196.0,803.0,796.0,91.0,90.0,87.0,90.0,2.0,False
315311,155,2023-02-24 19:55:32+00:00,51.0190863,3.767213,22.0,10.0,248.0,272.0,801.0,799.0,70.0,68.0,69.0,69.0,61.0,False
7559524,155,2023-06-22 16:24:58+00:00,50.8698708,3.8145514,30.0,33.0,189.0,200.0,858.0,818.0,87.0,88.0,89.0,90.0,2.0,True
5455912,155,2023-02-27 03:03:44+00:00,50.7748524,3.8730072,6.0,8.0,476.0,500.0,802.0,796.0,42.0,40.0,36.0,35.0,54.0,True
3902341,116,2023-02-15 15:37:42+00:00,50.7970909,3.8610409,39.0,40.0,203.0,169.0,828.0,817.0,86.0,83.0,87.0,84.0,1.0,False
9444612,175,2023-04-24 06:33:57+00:00,51.0536467,5.2307477,17.0,24.0,362.0,424.0,1572.0,1550.0,83.0,85.0,87.0,87.0,60.0,True
17238313,175,2023-04-09 14:06:12+00:00,51.1905582,5.1142717,29.0,23.0,207.0,255.0,799.0,801.0,82.0,82.0,84.0,82.0,60.0,False
16817571,175,2023-04-23 19:24:00+00:00,51.2097038,5.2924084,28.0,17.0,182.0,224.0,798.0,799.0,83.0,85.0,81.0,84.0,61.0,False
4507386,116,2023-06-09 16:52:34+00:00,51.0356608,3.7103295,41.0,40.0,182.0,162.0,805.0,798.0,87.0,84.0,87.0,85.0,54.0,False
12683290,155,2023-02-02 11:49:00+00:00,51.031868,3.7424511,24.0,28.0,469.0,414.0,1255.0,1278.0,61.0,78.0,59.0,74.0,59.0,True
13807549,175,2023-02-03 03:15:50+00:00,51.1902441,5.1132866,17.0,11.0,265.0,351.0,799.0,800.0,76.0,70.0,68.0,63.0,60.0,False
11580091,175,2023-09-10 08:21:20+00:00,51.1810421,4.8285083,39.0,36.0,217.0,269.0,803.0,802.0,81.0,82.0,84.0,82.0,60.0,False
8373276,116,2023-08-20 21:16:58+00:00,51.0154495,3.7746225,23.0,21.0,538.0,503.0,802.0,799.0,28.0,27.0,28.0,26.0,43879.0,True
482677,175,2023-05-02 19:58:26+00:00,51.1904089,5.1136707,28.0,15.0,231.0,282.0,796.0,799.0,81.0,82.0,82.0,82.0,50.0,False
12871737,175,2023-01-27 00:57:42+00:00,50.9363591,5.3073814,8.0,11.0,293.0,293.0,797.0,797.0,69.0,82.0,68.0,77.0,60.0,False
431632,116,2023-07-24 11:27:03+00:00,51.0371213,3.7038494,29.0,38.0,241.0,179.0,865.0,810.0,78.0,77.0,81.0,77.0,54.0,True
8706506,116,2023-03-31 17:03:41+00:00,50.769412900000006,3.8722295,11.0,9.5,0.0,17.0,0.0,0.0,10.0,7.0,11.5,9.0,59.0,True
5408577,116,2023-02-13 05:53:28+00:00,51.0225534,3.759938,35.0,37.0,213.0,162.0,912.0,805.0,83.0,82.0,87.0,87.0,7.0,True
1110377,155,2023-06-29 08:52:59+00:00,50.806457,3.8421281,40.0,38.0,320.0,348.0,1462.0,1450.0,87.0,89.0,89.0,90.0,3.0,True
1186858,155,2023-02-20 05:10:02+00:00,50.774909,3.8733354,16.0,17.0,348.0,376.0,800.0,797.0,55.0,54.0,55.0,52.0,59.0,False
16802916,116,2023-08-30 15:24:43+00:00,50.8915429,4.0713723,26.0,43.0,210.0,172.0,797.0,798.0,78.0,77.0,84.0,81.0,9.0,False
652930,175,2023-02-09 19:39:09+00:00,51.1892842,5.1073943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,76.0,60.0,True
5898216,155,2023-03-06 14:37:52+00:00,50.8768721,3.8136693,37.0,30.0,186.0,210.0,804.0,806.0,83.0,85.0,85.0,87.0,59.0,False
4416295,116,2023-07-08 10:44:49+00:00,51.0143192,3.779237,41.0,41.0,227.0,169.0,805.0,798.0,80.0,80.0,81.0,79.0,16.0,False
3847283,175,2023-09-07 12:05:48+00:00,50.9370793,5.3115033,31.0,35.0,320.0,379.0,800.0,800.0,68.0,68.0,58.0,58.0,60.0,False
10939823,175,2023-03-30 17:25:43+00:00,51.1895745,5.1094385,36.0,40.0,3.0,13.0,0.0,0.0,82.0,82.0,82.0,82.0,60.0,True
13011425,116,2023-09-11 17:48:30+00:00,50.8551967,3.6062806,57.0,58.0,0.0,0.0,0.0,0.0,78.0,77.0,81.0,79.0,8.0,True
7603714,175,2023-03-23 07:05:56+00:00,51.2461701,5.5428536,13.0,23.0,238.0,286.0,803.0,799.0,81.0,81.0,78.0,79.0,59.0,False
7621885,116,2023-03-31 10:29:37+00:00,50.7692257,3.8721093,11.0,10.0,0.0,17.0,0.0,0.0,10.0,7.0,13.0,9.0,5.0,True
7384622,155,2023-06-22 14:56:03+00:00,51.0359076,3.710384,38.0,31.0,175.0,196.0,797.0,801.0,86.0,88.0,87.0,89.0,19.0,False
7329741,175,2023-04-02 02:36:36+00:00,51.1901558,5.112645,12.0,8.0,293.0,272.0,803.0,801.0,69.0,82.0,66.0,79.0,21.0,False
10181580,155,2023-01-24 21:52:42+00:00,50.9712874,3.7920045,35.0,36.0,162.0,189.0,802.0,800.0,91.0,91.0,95.0,95.0,60.0,False
4970832,175,2023-07-11 18:15:48+00:00,51.1697416,5.1634619,44.0,50.0,379.0,441.0,1498.0,1498.0,89.0,90.0,93.0,94.0,61.0,True
12803639,116,2023-02-21 13:05:50+00:00,50.7724908,3.8729937,26.0,36.0,207.0,172.0,780.0,804.0,78.0,78.0,85.0,84.0,57.0,False
10077235,116,2023-02-16 19:49:55+00:00,51.0355111,3.7112082,26.0,40.0,196.0,165.0,797.0,805.0,80.0,77.0,83.0,79.0,52.0,False
5261748,116,2023-06-12 04:49:04+00:00,50.7672087,3.6230644,41.0,44.0,193.0,165.0,793.0,802.0,83.0,83.0,84.0,81.0,6.0,False
16681106,116,2023-01-23 17:26:07+00:00,51.1073292,3.9854397,11.0,12.0,220.0,182.0,800.0,800.0,77.0,76.0,80.0,77.0,4.0,False
9384374,116,2023-08-06 08:27:19+00:00,50.9389017,3.7773857,38.0,41.0,217.0,165.0,1530.0,801.0,88.0,87.0,91.0,90.0,54.0,True
13949042,116,2023-03-10 02:33:45+00:00,50.8551902,3.606274,15.0,31.0,220.0,172.0,806.0,797.0,78.0,77.0,77.0,76.0,8.0,False
3679122,116,2023-01-26 18:42:04+00:00,50.7421523,3.6020248,13.0,15.0,217.0,175.0,805.0,801.0,77.0,76.0,77.0,77.0,56.0,False
4211898,155,2023-05-26 16:47:04+00:00,51.0355155,3.7109402,36.0,35.0,189.0,207.0,800.0,805.0,86.0,87.0,84.0,87.0,11.0,False
13284882,155,2023-04-30 10:22:39+00:00,50.8805295,3.6270863,35.0,40.0,189.0,203.0,800.0,801.0,83.0,85.0,90.0,91.0,60.0,False
16992555,116,2023-07-19 10:31:14+00:00,51.0399737,3.693441,26.0,37.0,227.0,175.0,795.0,795.0,78.0,77.0,78.0,77.0,55.0,False
7519809,116,2023-05-09 18:32:28+00:00,50.8515895,3.6016858,31.0,41.0,210.0,175.0,801.0,793.0,78.0,77.0,81.0,80.0,48.0,False
14057313,175,2023-04-19 10:16:31+00:00,51.246178,5.5428795,27.0,21.0,224.0,265.0,800.0,799.0,82.0,82.0,81.0,80.0,60.0,False
7774997,175,2023-04-22 20:56:27+00:00,51.1901979,5.110608,17.0,15.0,251.0,282.0,903.0,852.0,81.0,82.0,82.0,81.0,61.0,True
6140897,175,2023-01-30 14:54:29+00:00,51.173151,4.9124844,18.0,31.0,382.0,458.0,1950.0,1926.0,84.0,83.0,89.0,87.0,60.0,True
16468758,155,2023-06-06 14:03:24+00:00,50.7704193,3.8721634,41.0,40.0,182.0,207.0,800.0,796.0,86.0,87.0,84.0,86.0,54.0,False
11098790,175,2023-02-24 06:19:41+00:00,51.1998328,4.4325597,9.0,9.0,234.0,265.0,800.0,796.0,79.0,81.0,79.0,79.0,60.0,False
14328183,175,2023-02-11 23:12:51+00:00,51.1897439,5.1101351,53.0,56.0,3.0,13.0,0.0,0.0,78.0,77.0,81.0,79.0,66.0,True
3665489,155,2023-02-23 11:14:06+00:00,51.0357946,3.710659,21.0,19.0,213.0,224.0,803.0,798.0,81.0,81.0,82.0,84.0,64.0,False
17427076,116,2023-08-08 19:54:02+00:00,50.7726149,3.8730186,37.0,44.0,186.0,13.0,802.0,0.0,85.0,33.0,89.0,45.0,3.0,True
13570969,116,2023-09-01 16:23:19+00:00,50.9431518,4.0385593,32.0,42.0,238.0,248.0,938.0,926.0,80.0,77.0,85.0,81.0,59.0,False
9366367,116,2023-08-02 06:37:26+00:00,50.7694716,3.8715935,34.0,38.0,200.0,165.0,798.0,791.0,82.0,80.0,85.0,83.0,46.0,False
6096064,116,2023-02-09 17:04:52+00:00,51.1808904,3.5751967,26.0,36.0,210.0,172.0,804.0,803.0,77.0,76.0,81.0,79.0,5.0,False
11964817,175,2023-05-04 12:29:24+00:00,51.1442132,4.5910356,46.0,45.0,238.0,417.0,846.0,1100.0,85.0,85.0,86.0,84.0,60.0,True
8562603,175,2023-04-07 06:31:37+00:00,51.225278,4.4408212,28.0,26.0,3.0,13.0,0.0,0.0,82.0,81.0,81.0,81.0,61.0,True
5496513,155,2023-01-27 05:59:17+00:00,50.7704459,3.8721733,17.0,20.0,189.0,220.0,797.0,798.0,78.0,77.0,79.0,81.0,50.0,False
12505638,175,2023-05-08 18:20:32+00:00,51.1916018,5.1198301,29.0,26.0,420.0,500.0,983.0,1819.0,82.0,82.0,82.0,81.0,60.0,True
16277737,116,2023-08-22 16:18:35+00:00,50.7593315,3.6299122,45.0,48.0,307.0,255.0,1431.0,1424.0,85.0,84.0,88.0,87.0,58.0,True
13078149,116,2023-08-23 11:43:54+00:00,51.0322097,3.7242288,41.0,43.0,179.0,165.0,894.0,828.0,85.0,87.0,89.0,87.0,5.0,True
13747408,116,2023-03-24 17:00:33+00:00,50.7703812,3.8719421,29.0,42.0,203.0,172.0,800.0,800.0,82.0,77.0,86.0,82.0,54.0,False
4439836,155,2023-07-07 17:18:43+00:00,50.7657109,3.8701201,42.0,38.0,182.0,207.0,795.0,802.0,85.0,87.0,89.0,88.0,4.0,False
